ID,No,PM,Temperature,Humidity,Air_Pressure,Wind_Speed,Wind_Direction,AQI,DW,Day,Month,Day_Nom,Month_Nom,Year,Time,Time_Nom,Formatted_Reading_Time,Status,Status_Nom
10358,468,37.0,32.13000107,49.90999985,1010.820007,2.119999886,360.0,156.0,Six,15,12,Fifteen,Twelve,2023,18,Night,12-15,2,Bad
10359,469,55.0,31.29000092,54.13000107,1011.280029,0.99000001,360.0,159.0,Six,15,12,Fifteen,Twelve,2023,19,Night,12-15,2,Bad
10360,470,60.0,30.04000092,59.40000153,1011.940002,0.99000001,360.0,163.0,Six,15,12,Fifteen,Twelve,2023,20,Night,12-15,2,Bad
10361,471,73.0,29.04000092,64.91999817,1012.609985,0.610000014,308.0,168.0,Six,15,12,Fifteen,Twelve,2023,21,Night,12-15,2,Bad
10362,472,88.0,28.43000031,69.0,1012.929993,0.0,309.0,173.0,Six,15,12,Fifteen,Twelve,2023,22,Night,12-15,2,Bad
10363,473,85.0,27.93000031,72.12000275,1012.969971,0.0,309.0,177.0,Six,15,12,Fifteen,Twelve,2023,23,Night,12-15,2,Bad
10365,474,82.0,27.18000031,75.05000305,1012.77002,0.0,311.0,183.0,Seven,16,12,Sixteen,Twelve,2023,1,Night,12-16,2,Bad
10366,475,81.0,26.90999985,75.79000092,1012.429993,0.0,308.0,184.0,Seven,16,12,Sixteen,Twelve,2023,2,Night,12-16,2,Bad
10367,476,80.0,26.67000008,76.09999847,1012.059998,0.0,312.0,186.0,Seven,16,12,Sixteen,Twelve,2023,3,Night,12-16,2,Bad
10368,477,77.0,26.45000076,76.73000336,1011.859985,0.0,305.0,187.0,Seven,16,12,Sixteen,Twelve,2023,4,Night,12-16,2,Bad
10369,478,88.0,26.04000092,79.37000275,1011.950012,0.0,307.0,188.0,Seven,16,12,Sixteen,Twelve,2023,5,Night,12-16,2,Bad
10370,479,104.0,25.85000038,81.65000153,1012.309998,0.0,310.0,190.0,Seven,16,12,Sixteen,Twelve,2023,6,Day,12-16,2,Bad
10371,480,114.0,25.80999947,84.98000336,1012.909973,0.0,306.0,191.0,Seven,16,12,Sixteen,Twelve,2023,7,Day,12-16,2,Bad
10372,481,142.0,26.79000092,84.23999786,1013.77002,0.0,310.0,195.0,Seven,16,12,Sixteen,Twelve,2023,8,Day,12-16,2,Bad
10374,482,115.0,30.75,63.00999832,1014.919983,1.570000052,0.0,199.0,Seven,16,12,Sixteen,Twelve,2023,10,Day,12-16,2,Bad
10375,483,63.0,32.81999969,51.95000076,1014.530029,1.779999971,360.0,200.0,Seven,16,12,Sixteen,Twelve,2023,11,Day,12-16,1,Very Bad
10376,484,45.0,34.93000031,43.59999847,1013.659973,3.00999999,360.0,199.0,Seven,16,12,Sixteen,Twelve,2023,12,Day,12-16,2,Bad
10377,485,34.0,35.84999847,39.75,1012.320007,3.049999952,360.0,197.0,Seven,16,12,Sixteen,Twelve,2023,13,Day,12-16,2,Bad
10378,486,24.0,37.33000183,34.20999908,1011.02002,3.069999933,360.0,195.0,Seven,16,12,Sixteen,Twelve,2023,14,Day,12-16,2,Bad
10379,487,25.0,37.16999817,34.65000153,1010.440002,1.200000048,0.0,195.0,Seven,16,12,Sixteen,Twelve,2023,15,Day,12-16,2,Bad
10380,488,17.0,36.34000015,35.58000183,1010.039978,0.980000019,360.0,194.0,Seven,16,12,Sixteen,Twelve,2023,16,Day,12-16,2,Bad
10381,489,17.0,34.68000031,37.88999939,1010.030029,3.0,360.0,192.0,Seven,16,12,Sixteen,Twelve,2023,17,Day,12-16,2,Bad
10382,490,58.0,32.81999969,42.77000046,1010.429993,2.99000001,360.0,195.0,Seven,16,12,Sixteen,Twelve,2023,18,Night,12-16,2,Bad
10383,491,26.0,31.46999931,47.33000183,1011.039978,2.99000001,360.0,192.0,Seven,16,12,Sixteen,Twelve,2023,19,Night,12-16,2,Bad
10384,492,89.0,30.51000023,59.95000076,1011.909973,3.019999981,360.0,195.0,Seven,16,12,Sixteen,Twelve,2023,20,Night,12-16,2,Bad
10385,493,95.0,29.94000053,64.01000214,1012.609985,2.99000001,360.0,197.0,Seven,16,12,Sixteen,Twelve,2023,21,Night,12-16,2,Bad
10387,494,88.0,29.69000053,64.37000275,1012.869995,3.0,360.0,197.0,Seven,16,12,Sixteen,Twelve,2023,22,Night,12-16,2,Bad
10388,495,82.0,29.20000076,65.06999969,1012.820007,2.99000001,360.0,197.0,Seven,16,12,Sixteen,Twelve,2023,23,Night,12-16,2,Bad
10389,496,43.0,29.30999947,61.84000015,1012.869995,3.0,360.0,192.0,One,17,12,Seventeen,Twelve,2023,0,Night,12-17,2,Bad
10390,497,60.0,29.25,65.77999878,1012.859985,3.0,360.0,190.0,One,17,12,Seventeen,Twelve,2023,1,Night,12-17,2,Bad
10391,498,63.0,28.94000053,68.48999786,1012.710022,3.00999999,360.0,188.0,One,17,12,Seventeen,Twelve,2023,2,Night,12-17,2,Bad
10392,499,59.0,28.57999992,70.43000031,1012.280029,2.99000001,360.0,186.0,One,17,12,Seventeen,Twelve,2023,3,Night,12-17,2,Bad
10393,500,53.0,28.29999924,71.62999725,1012.130005,3.0,360.0,183.0,One,17,12,Seventeen,Twelve,2023,4,Night,12-17,2,Bad
10394,501,58.0,27.62000084,75.03,1012.280029,2.980000019,360.0,180.0,One,17,12,Seventeen,Twelve,2023,5,Night,12-17,2,Bad
10395,502,120.0,27.63999939,80.55999756,1012.690002,3.0,360.0,181.0,One,17,12,Seventeen,Twelve,2023,6,Day,12-17,2,Bad
10396,503,87.0,27.70999908,77.51000214,1013.429993,3.0,360.0,178.0,One,17,12,Seventeen,Twelve,2023,7,Day,12-17,2,Bad
10398,504,23.0,29.82999992,60.09000015,1015.130005,1.370000005,360.0,157.0,One,17,12,Seventeen,Twelve,2023,9,Day,12-17,2,Bad
10399,505,20.0,31.17000008,53.29999924,1015.309998,2.630000114,360.0,147.0,One,17,12,Seventeen,Twelve,2023,10,Day,12-17,2,Bad
10400,506,16.0,32.58000183,47.79999924,1015.140015,1.399999976,65.0,141.0,One,17,12,Seventeen,Twelve,2023,11,Day,12-17,2,Bad
10401,507,18.0,33.84999847,46.52999878,1014.280029,0.50999999,360.0,138.0,One,17,12,Seventeen,Twelve,2023,12,Day,12-17,2,Bad
10402,508,15.0,35.40999985,41.84000015,1013.090027,0.889999986,0.0,136.0,One,17,12,Seventeen,Twelve,2023,13,Day,12-17,2,Bad
10403,509,11.0,36.31000137,38.40999985,1011.909973,0.039999999,64.0,135.0,One,17,12,Seventeen,Twelve,2023,14,Day,12-17,2,Bad
10404,510,12.0,37.49000168,35.63000107,1011.190002,0.769999981,360.0,133.0,One,17,12,Seventeen,Twelve,2023,15,Day,12-17,2,Bad
10405,511,6.0,34.13000107,39.41999817,1010.909973,1.0,0.0,132.0,One,17,12,Seventeen,Twelve,2023,15,Day,12-17,2,Bad
10406,512,18.0,34.61000061,40.25999832,1010.919983,0.769999981,309.0,132.0,One,17,12,Seventeen,Twelve,2023,16,Day,12-17,2,Bad
10407,513,14.0,33.68999863,43.16999817,1011.01001,0.99000001,360.0,128.0,One,17,12,Seventeen,Twelve,2023,17,Day,12-17,2,Bad
10408,514,15.0,32.70000076,46.43000031,1011.330017,1.00999999,360.0,126.0,One,17,12,Seventeen,Twelve,2023,18,Night,12-17,2,Bad
10409,515,19.0,31.76000023,50.45999908,1011.76001,0.99000001,360.0,119.0,One,17,12,Seventeen,Twelve,2023,19,Night,12-17,2,Bad
10410,516,18.0,30.85000038,54.88000107,1012.460022,1.00999999,360.0,110.0,One,17,12,Seventeen,Twelve,2023,20,Night,12-17,2,Bad
10411,517,25.0,30.17000008,57.93999863,1013.210022,1.0,360.0,103.0,One,17,12,Seventeen,Twelve,2023,21,Night,12-17,2,Bad
10412,518,36.0,30.52000046,57.66999817,1013.340027,0.819999993,360.0,96.0,One,17,12,Seventeen,Twelve,2023,22,Night,12-17,3,Moderate
10413,519,22.0,30.32999992,56.25999832,1013.440002,0.910000026,360.0,93.0,One,17,12,Seventeen,Twelve,2023,23,Night,12-17,3,Moderate
10414,520,23.0,30.25,56.11999893,1013.51001,0.910000026,360.0,86.0,Two,18,12,Eighteen,Twelve,2023,0,Night,12-18,3,Moderate
10415,521,18.0,29.47999954,58.59000015,1013.700012,0.879999995,360.0,79.0,Two,18,12,Eighteen,Twelve,2023,1,Night,12-18,3,Moderate
10416,522,21.0,29.04000092,60.75999832,1013.609985,0.920000017,360.0,73.0,Two,18,12,Eighteen,Twelve,2023,2,Night,12-18,3,Moderate
10417,523,14.0,28.76000023,58.49000168,1013.320007,0.699999988,360.0,66.0,Two,18,12,Eighteen,Twelve,2023,3,Night,12-18,3,Moderate
10418,524,10.0,28.11000061,58.58000183,1013.119995,0.720000029,360.0,59.0,Two,18,12,Eighteen,Twelve,2023,4,Night,12-18,3,Moderate
10419,525,9.0,27.36000061,61.0,1013.469971,0.879999995,360.0,44.0,Two,18,12,Eighteen,Twelve,2023,5,Night,12-18,4,Good
10420,526,12.0,26.51000023,64.13999939,1013.940002,0.839999974,360.0,36.0,Two,18,12,Eighteen,Twelve,2023,6,Day,12-18,4,Good
10421,527,13.0,26.37000084,65.23999786,1014.719971,0.970000029,360.0,31.0,Two,18,12,Eighteen,Twelve,2023,7,Day,12-18,4,Good
10422,528,17.0,26.88999939,64.61000061,1015.619995,1.059999943,360.0,30.0,Two,18,12,Eighteen,Twelve,2023,8,Day,12-18,4,Good
10423,529,14.0,28.04999924,59.79000092,1016.409973,1.090000033,360.0,29.0,Two,18,12,Eighteen,Twelve,2023,9,Day,12-18,4,Good
10424,530,17.0,29.31999969,56.09999847,1016.679993,1.200000048,360.0,29.0,Two,18,12,Eighteen,Twelve,2023,10,Day,12-18,4,Good
10425,531,24.0,30.72999954,52.63000107,1016.289978,0.99000001,360.0,30.0,Two,18,12,Eighteen,Twelve,2023,11,Day,12-18,4,Good
10426,532,25.0,32.20000076,48.13999939,1015.530029,1.350000024,360.0,31.0,Two,18,12,Eighteen,Twelve,2023,12,Day,12-18,4,Good
10427,533,27.0,33.61000061,44.25999832,1014.359985,1.379999995,360.0,33.0,Two,18,12,Eighteen,Twelve,2023,13,Day,12-18,4,Good
10428,534,23.0,34.02999878,42.41999817,1013.22998,1.559999943,360.0,34.0,Two,18,12,Eighteen,Twelve,2023,14,Day,12-18,4,Good
10429,535,24.0,33.83000183,43.29999924,1012.460022,2.190000057,360.0,36.0,Two,18,12,Eighteen,Twelve,2023,15,Day,12-18,4,Good
10430,536,18.0,33.83000183,43.38000107,1012.02002,3.019999981,360.0,36.0,Two,18,12,Eighteen,Twelve,2023,16,Day,12-18,4,Good
10431,537,22.0,32.65999985,46.77999878,1012.02002,3.00999999,360.0,36.0,Two,18,12,Eighteen,Twelve,2023,17,Day,12-18,4,Good
10432,538,27.0,31.23999977,51.06999969,1012.460022,3.00999999,360.0,38.0,Two,18,12,Eighteen,Twelve,2023,18,Night,12-18,4,Good
10433,539,31.0,30.35000038,53.90999985,1013.039978,2.99000001,360.0,39.0,Two,18,12,Eighteen,Twelve,2023,19,Night,12-18,4,Good
10434,540,34.0,29.80999947,54.97000122,1013.700012,3.00999999,360.0,41.0,Two,18,12,Eighteen,Twelve,2023,20,Night,12-18,4,Good
10435,541,42.0,29.40999985,56.90000153,1014.340027,2.99000001,360.0,42.0,Two,18,12,Eighteen,Twelve,2023,21,Night,12-18,4,Good
10436,542,43.0,28.88999939,58.90000153,1014.77002,2.99000001,360.0,43.0,Two,18,12,Eighteen,Twelve,2023,22,Night,12-18,4,Good
10437,543,47.0,28.35000038,61.18000031,1014.859985,3.00999999,360.0,45.0,Two,18,12,Eighteen,Twelve,2023,23,Night,12-18,4,Good
10438,544,49.0,27.39999962,64.62999725,1014.849976,3.019999981,360.0,48.0,Three,19,12,Nineteen,Twelve,2023,0,Night,12-19,4,Good
10439,545,54.0,26.65999985,68.83999634,1014.890015,3.0,360.0,53.0,Three,19,12,Nineteen,Twelve,2023,1,Night,12-19,3,Moderate
10440,546,64.0,26.20999908,71.25,1014.549988,3.00999999,360.0,60.0,Three,19,12,Nineteen,Twelve,2023,2,Night,12-19,3,Moderate
10441,547,72.0,26.18000031,71.69000244,1014.090027,3.00999999,360.0,70.0,Three,19,12,Nineteen,Twelve,2023,3,Night,12-19,3,Moderate
10443,548,80.0,26.05999947,75.91999817,1013.880005,0.230000004,360.0,94.0,Three,19,12,Nineteen,Twelve,2023,5,Night,12-19,3,Moderate
10444,549,61.0,25.67000008,75.86000061,1014.280029,0.99000001,360.0,102.0,Three,19,12,Nineteen,Twelve,2023,6,Day,12-19,2,Bad
10445,550,51.0,25.45999908,75.44000244,1014.919983,1.049999952,360.0,106.0,Three,19,12,Nineteen,Twelve,2023,7,Day,12-19,2,Bad
10446,551,52.0,26.07999992,72.09999847,1015.460022,1.00999999,360.0,110.0,Three,19,12,Nineteen,Twelve,2023,8,Day,12-19,2,Bad
10447,552,50.0,27.71999931,64.80000305,1016.049988,1.039999962,360.0,114.0,Three,19,12,Nineteen,Twelve,2023,9,Day,12-19,2,Bad
10448,553,17.0,28.47999954,61.54000092,1016.169983,1.0,360.0,114.0,Three,19,12,Nineteen,Twelve,2023,9,Day,12-19,2,Bad
10449,554,34.0,29.82999992,56.0,1016.159973,1.210000038,360.0,115.0,Three,19,12,Nineteen,Twelve,2023,10,Day,12-19,2,Bad
10450,555,26.0,31.59000015,49.20000076,1016.01001,1.100000024,360.0,115.0,Three,19,12,Nineteen,Twelve,2023,11,Day,12-19,2,Bad
10451,556,18.0,33.86000061,42.11000061,1015.169983,0.800000012,360.0,114.0,Three,19,12,Nineteen,Twelve,2023,12,Day,12-19,2,Bad
10452,557,19.0,35.97000122,35.93999863,1013.890015,1.399999976,307.0,114.0,Three,19,12,Nineteen,Twelve,2023,13,Day,12-19,2,Bad
10453,558,12.0,35.40999985,36.52999878,1012.559998,1.169999957,360.0,112.0,Three,19,12,Nineteen,Twelve,2023,14,Day,12-19,2,Bad
10454,559,16.0,34.50999832,39.20999908,1011.809998,1.639999986,360.0,112.0,Three,19,12,Nineteen,Twelve,2023,15,Day,12-19,2,Bad
10455,560,17.0,33.84999847,41.84999847,1011.429993,1.139999986,360.0,112.0,Three,19,12,Nineteen,Twelve,2023,16,Day,12-19,2,Bad
10456,561,23.0,32.91999817,45.36000061,1011.650024,1.029999971,360.0,111.0,Three,19,12,Nineteen,Twelve,2023,17,Day,12-19,2,Bad
10457,562,24.0,32.34000015,48.02999878,1012.190002,1.159999967,360.0,110.0,Three,19,12,Nineteen,Twelve,2023,18,Night,12-19,2,Bad
10458,563,28.0,31.36000061,50.88000107,1012.780029,1.129999995,360.0,110.0,Three,19,12,Nineteen,Twelve,2023,19,Night,12-19,2,Bad
10459,564,29.0,30.75,52.66999817,1013.539978,1.0,360.0,108.0,Three,19,12,Nineteen,Twelve,2023,20,Night,12-19,2,Bad
10460,565,38.0,30.43000031,53.27000046,1013.909973,0.99000001,360.0,108.0,Three,19,12,Nineteen,Twelve,2023,21,Night,12-19,2,Bad
10461,566,50.0,29.67000008,56.77000046,1014.25,0.99000001,360.0,108.0,Three,19,12,Nineteen,Twelve,2023,22,Night,12-19,2,Bad
10462,567,56.0,28.27000046,63.91999817,1014.390015,0.959999979,360.0,109.0,Three,19,12,Nineteen,Twelve,2023,23,Night,12-19,2,Bad
10463,568,78.0,27.70000076,67.22000122,1014.299988,0.970000029,360.0,111.0,Four,20,12,Twenty,Twelve,2023,0,Night,12-20,2,Bad
10464,569,66.0,27.28000069,69.81999969,1014.119995,0.970000029,360.0,112.0,Four,20,12,Twenty,Twelve,2023,1,Night,12-20,2,Bad
10465,570,91.0,26.55999947,76.40000153,1013.159973,0.970000029,360.0,114.0,Four,20,12,Twenty,Twelve,2023,3,Night,12-20,2,Bad
10466,571,88.0,26.72999954,76.66999817,1012.820007,0.980000019,360.0,114.0,Four,20,12,Twenty,Twelve,2023,4,Night,12-20,2,Bad
10467,572,75.0,26.77000046,74.73999786,1013.039978,0.99000001,360.0,114.0,Four,20,12,Twenty,Twelve,2023,5,Night,12-20,2,Bad
10468,573,71.0,26.04999924,77.30000305,1014.049988,0.99000001,360.0,115.0,Four,20,12,Twenty,Twelve,2023,7,Day,12-20,2,Bad
10469,574,38.0,28.45000076,63.95000076,1015.450012,1.039999962,360.0,114.0,Four,20,12,Twenty,Twelve,2023,9,Day,12-20,2,Bad
10470,575,25.0,30.20000076,54.95999908,1015.469971,1.029999971,360.0,111.0,Four,20,12,Twenty,Twelve,2023,10,Day,12-20,2,Bad
10471,576,21.0,31.72999954,49.34999847,1015.159973,1.309999943,360.0,107.0,Four,20,12,Twenty,Twelve,2023,11,Day,12-20,2,Bad
10472,577,33.0,33.27999878,45.65999985,1014.299988,1.220000029,360.0,109.0,Four,20,12,Twenty,Twelve,2023,12,Day,12-20,2,Bad
10473,578,17.0,34.93000031,40.13000107,1012.919983,0.839999974,360.0,107.0,Four,20,12,Twenty,Twelve,2023,13,Day,12-20,2,Bad
10474,579,16.0,34.66999817,41.15000153,1011.690002,0.01,218.0,106.0,Four,20,12,Twenty,Twelve,2023,14,Day,12-20,2,Bad
10475,580,16.0,35.36000061,39.41999817,1010.97998,0.0,218.0,106.0,Four,20,12,Twenty,Twelve,2023,15,Day,12-20,2,Bad
10476,581,16.0,34.34000015,40.04999924,1010.590027,0.090000004,311.0,106.0,Four,20,12,Twenty,Twelve,2023,16,Day,12-20,2,Bad
10477,582,38.0,33.24000168,42.50999832,1010.719971,0.100000001,312.0,108.0,Four,20,12,Twenty,Twelve,2023,17,Day,12-20,2,Bad
10478,583,14.0,31.81999969,46.84999847,1011.5,0.01,307.0,108.0,Four,20,12,Twenty,Twelve,2023,18,Night,12-20,2,Bad
10479,584,14.0,30.96999931,49.20000076,1012.289978,0.0,309.0,108.0,Four,20,12,Twenty,Twelve,2023,19,Night,12-20,2,Bad
10480,585,18.0,30.45999908,50.22999954,1013.219971,0.0,218.0,107.0,Four,20,12,Twenty,Twelve,2023,20,Night,12-20,2,Bad
10481,586,19.0,29.93000031,52.34999847,1013.929993,0.0,217.0,107.0,Four,20,12,Twenty,Twelve,2023,21,Night,12-20,2,Bad
10482,587,14.0,29.76000023,51.45000076,1014.48999,0.0,65.0,105.0,Four,20,12,Twenty,Twelve,2023,22,Night,12-20,2,Bad
10483,588,19.0,29.5,52.66999817,1014.48999,0.0,64.0,104.0,Four,20,12,Twenty,Twelve,2023,23,Night,12-20,2,Bad
10484,589,19.0,28.27000046,57.27000046,1014.27002,0.0,64.0,102.0,Five,21,12,Twenty-One,Twelve,2023,0,Night,12-21,2,Bad
10485,590,15.0,27.96999931,57.79000092,1013.98999,0.0,65.0,96.0,Five,21,12,Twenty-One,Twelve,2023,1,Night,12-21,3,Moderate
10486,591,14.0,27.90999985,56.68000031,1013.51001,0.0,65.0,89.0,Five,21,12,Twenty-One,Twelve,2023,2,Night,12-21,3,Moderate
10487,592,14.0,27.32999992,57.40999985,1013.090027,0.0,64.0,79.0,Five,21,12,Twenty-One,Twelve,2023,3,Night,12-21,3,Moderate
10488,593,14.0,26.87000084,57.61999893,1012.859985,0.0,65.0,70.0,Five,21,12,Twenty-One,Twelve,2023,4,Night,12-21,3,Moderate
10489,594,13.0,26.29999924,59.02999878,1013.099976,0.0,217.0,57.0,Five,21,12,Twenty-One,Twelve,2023,5,Night,12-21,3,Moderate
10490,595,16.0,25.63999939,62.40000153,1013.549988,0.0,64.0,47.0,Five,21,12,Twenty-One,Twelve,2023,6,Day,12-21,4,Good
10491,596,21.0,25.06999969,66.68000031,1014.440002,0.0,64.0,41.0,Five,21,12,Twenty-One,Twelve,2023,7,Day,12-21,4,Good
10492,597,22.0,25.76000023,64.84999847,1015.51001,0.0,309.0,36.0,Five,21,12,Twenty-One,Twelve,2023,8,Day,12-21,4,Good
10493,598,11.0,26.76000023,56.29000092,1016.52002,0.0,360.0,34.0,Five,21,12,Twenty-One,Twelve,2023,9,Day,12-21,4,Good
10494,599,5.0,27.88999939,49.77999878,1016.73999,0.0,308.0,32.0,Five,21,12,Twenty-One,Twelve,2023,10,Day,12-21,4,Good
10495,600,4.0,29.69000053,44.90999985,1016.47998,0.02,0.0,30.0,Five,21,12,Twenty-One,Twelve,2023,11,Day,12-21,4,Good
10496,601,3.0,31.51000023,40.59000015,1015.809998,0.02,64.0,27.0,Five,21,12,Twenty-One,Twelve,2023,12,Day,12-21,4,Good
10497,602,10.0,33.11999893,37.70000076,1014.950012,0.170000002,142.0,26.0,Five,21,12,Twenty-One,Twelve,2023,13,Day,12-21,4,Good
10498,603,5.0,34.38000107,35.06000137,1013.76001,0.01,141.0,25.0,Five,21,12,Twenty-One,Twelve,2023,14,Day,12-21,5,Very Good
10499,604,9.0,34.13999939,36.81000137,1012.950012,0.140000001,141.0,24.0,Five,21,12,Twenty-One,Twelve,2023,15,Day,12-21,5,Very Good
10500,605,17.0,32.36999893,41.52000046,1012.809998,0.25,145.0,24.0,Five,21,12,Twenty-One,Twelve,2023,16,Day,12-21,5,Very Good
10501,606,15.0,30.77000046,42.97000122,1013.059998,0.300000012,141.0,23.0,Five,21,12,Twenty-One,Twelve,2023,17,Day,12-21,5,Very Good
10502,607,17.0,29.77000046,45.18000031,1013.669983,0.289999992,141.0,23.0,Five,21,12,Twenty-One,Twelve,2023,18,Night,12-21,5,Very Good
10503,608,16.0,28.90999985,46.56000137,1014.309998,0.050000001,140.0,23.0,Five,21,12,Twenty-One,Twelve,2023,19,Night,12-21,5,Very Good
10504,609,22.0,27.96999931,49.95999908,1015.219971,0.0,140.0,23.0,Five,21,12,Twenty-One,Twelve,2023,20,Night,12-21,5,Very Good
10505,610,27.0,26.98999977,54.13000107,1015.880005,0.0,141.0,24.0,Five,21,12,Twenty-One,Twelve,2023,21,Night,12-21,5,Very Good
10506,611,21.0,27.48999977,50.81999969,1016.48999,0.0,140.0,24.0,Five,21,12,Twenty-One,Twelve,2023,22,Night,12-21,5,Very Good
10507,612,20.0,27.06999969,49.95999908,1016.840027,0.0,141.0,24.0,Five,21,12,Twenty-One,Twelve,2023,23,Night,12-21,5,Very Good
10508,613,27.0,26.54000092,50.54000092,1016.809998,0.0,141.0,25.0,Six,22,12,Twenty-Two,Twelve,2023,0,Night,12-22,5,Very Good
10509,614,25.0,25.88999939,51.47000122,1016.650024,0.0,64.0,27.0,Six,22,12,Twenty-Two,Twelve,2023,1,Night,12-22,4,Good
10510,615,23.0,25.18000031,53.59000015,1016.119995,0.0,63.0,27.0,Six,22,12,Twenty-Two,Twelve,2023,2,Night,12-22,4,Good
10511,616,23.0,24.57999992,56.00999832,1015.690002,0.0,63.0,28.0,Six,22,12,Twenty-Two,Twelve,2023,3,Night,12-22,4,Good
10514,617,28.0,23.28000069,59.0,1016.130005,0.0,141.0,33.0,Six,22,12,Twenty-Two,Twelve,2023,6,Day,12-22,4,Good
10515,618,24.0,22.82999992,60.18999863,1017.349976,0.0,63.0,33.0,Six,22,12,Twenty-Two,Twelve,2023,7,Day,12-22,4,Good
10516,619,13.0,22.45999908,57.72999954,1018.650024,0.0,63.0,32.0,Six,22,12,Twenty-Two,Twelve,2023,8,Day,12-22,4,Good
10517,620,16.0,23.05999947,54.56000137,1019.76001,0.0,64.0,33.0,Six,22,12,Twenty-Two,Twelve,2023,9,Day,12-22,4,Good
10518,621,12.0,24.25,49.70999908,1020.369995,0.0,141.0,33.0,Six,22,12,Twenty-Two,Twelve,2023,10,Day,12-22,4,Good
10519,622,12.0,25.47999954,45.43999863,1020.349976,0.119999997,141.0,34.0,Six,22,12,Twenty-Two,Twelve,2023,11,Day,12-22,4,Good
10520,623,16.0,27.35000038,41.88999939,1019.710022,0.01,64.0,35.0,Six,22,12,Twenty-Two,Twelve,2023,12,Day,12-22,4,Good
10521,624,16.0,28.92000008,38.36999893,1018.429993,0.280000001,141.0,36.0,Six,22,12,Twenty-Two,Twelve,2023,13,Day,12-22,4,Good
10522,625,25.0,31.53000069,35.15000153,1016.929993,0.140000001,148.0,38.0,Six,22,12,Twenty-Two,Twelve,2023,14,Day,12-22,4,Good
10523,626,25.0,31.31999969,35.77999878,1015.929993,0.289999992,141.0,40.0,Six,22,12,Twenty-Two,Twelve,2023,15,Day,12-22,4,Good
10524,627,21.0,29.0,39.38000107,1015.349976,0.200000003,140.0,40.0,Six,22,12,Twenty-Two,Twelve,2023,16,Day,12-22,4,Good
10525,628,20.0,27.77000046,40.95000076,1015.25,0.150000006,141.0,41.0,Six,22,12,Twenty-Two,Twelve,2023,17,Day,12-22,4,Good
10526,629,27.0,27.01000023,42.36999893,1015.940002,0.189999998,140.0,42.0,Six,22,12,Twenty-Two,Twelve,2023,18,Night,12-22,4,Good
10527,630,26.0,26.26000023,43.88999939,1016.659973,0.07,141.0,43.0,Six,22,12,Twenty-Two,Twelve,2023,19,Night,12-22,4,Good
10528,631,26.0,25.72999954,46.40999985,1017.169983,0.0,141.0,43.0,Six,22,12,Twenty-Two,Twelve,2023,19,Night,12-22,4,Good
10529,632,15.0,20.94000053,52.77000046,1018.210022,0.0,141.0,42.0,Seven,23,12,Twenty-Three,Twelve,2023,3,Night,12-23,4,Good
10530,633,39.0,21.35000038,51.68000031,1018.169983,0.029999999,141.0,44.0,Seven,23,12,Twenty-Three,Twelve,2023,4,Night,12-23,4,Good
10531,634,31.0,20.75,53.04999924,1018.330017,0.01,141.0,45.0,Seven,23,12,Twenty-Three,Twelve,2023,5,Night,12-23,4,Good
10532,635,31.0,20.22999954,53.29999924,1018.859985,0.039999999,139.0,45.0,Seven,23,12,Twenty-Three,Twelve,2023,6,Day,12-23,4,Good
10533,636,34.0,19.81999969,54.72000122,1019.539978,0.01,143.0,46.0,Seven,23,12,Twenty-Three,Twelve,2023,7,Day,12-23,4,Good
10534,637,38.0,19.98999977,55.47000122,1020.380005,0.02,141.0,47.0,Seven,23,12,Twenty-Three,Twelve,2023,8,Day,12-23,4,Good
10535,638,37.0,20.79000092,53.25999832,1021.159973,0.219999999,141.0,49.0,Seven,23,12,Twenty-Three,Twelve,2023,9,Day,12-23,4,Good
10536,639,38.0,22.11000061,50.88000107,1021.320007,0.239999995,140.0,51.0,Seven,23,12,Twenty-Three,Twelve,2023,10,Day,12-23,3,Moderate
10537,640,35.0,23.62000084,46.81999969,1020.950012,0.100000001,142.0,51.0,Seven,23,12,Twenty-Three,Twelve,2023,11,Day,12-23,3,Moderate
10538,641,32.0,25.5,42.24000168,1020.169983,0.119999997,147.0,52.0,Seven,23,12,Twenty-Three,Twelve,2023,12,Day,12-23,3,Moderate
10539,642,42.0,27.09000015,39.13000107,1018.869995,0.419999987,141.0,55.0,Seven,23,12,Twenty-Three,Twelve,2023,13,Day,12-23,3,Moderate
10540,643,31.0,29.12000084,34.93999863,1017.47998,0.150000006,141.0,58.0,Seven,23,12,Twenty-Three,Twelve,2023,14,Day,12-23,3,Moderate
10541,644,27.0,29.82999992,32.77000046,1016.48999,0.479999989,142.0,60.0,Seven,23,12,Twenty-Three,Twelve,2023,15,Day,12-23,3,Moderate
10542,645,26.0,28.86000061,34.56000137,1016.150024,0.319999993,141.0,62.0,Seven,23,12,Twenty-Three,Twelve,2023,16,Day,12-23,3,Moderate
10543,646,27.0,27.93000031,35.79000092,1016.130005,0.189999998,64.0,65.0,Seven,23,12,Twenty-Three,Twelve,2023,17,Day,12-23,3,Moderate
10544,647,29.0,27.04000092,36.59999847,1016.719971,0.079999998,141.0,67.0,Seven,23,12,Twenty-Three,Twelve,2023,18,Night,12-23,3,Moderate
10545,648,41.0,26.02000046,41.36000061,1017.409973,0.039999999,0.0,71.0,Seven,23,12,Twenty-Three,Twelve,2023,19,Night,12-23,3,Moderate
