No,PM,Temperature,Humidity,Air_Pressure,Wind_Speed,Wind_Direction,AQI,Day,Month,Year,Time,Status
295,13.0,26.95000076,68.73999786,1013.969971,1.0,360.0,18.0,8,12,2023,1,5
296,15.0,26.62999916,70.58999634,1013.400024,0.99000001,360.0,19.0,8,12,2023,2,5
297,19.0,26.02000046,76.41999817,1012.52002,1.00999999,360.0,20.0,8,12,2023,4,5
298,21.0,26.05999947,77.26999664,1012.719971,0.99000001,360.0,20.0,8,12,2023,5,5
299,30.0,26.13999939,78.34999847,1013.140015,1.00999999,360.0,21.0,8,12,2023,6,5
300,35.0,26.03000069,79.93000031,1013.640015,1.0,360.0,22.0,8,12,2023,7,5
301,34.0,28.28000069,67.23000336,1015.169983,1.299999952,360.0,28.0,8,12,2023,9,4
302,30.0,29.75,60.47000122,1015.349976,1.149999976,360.0,30.0,8,12,2023,10,4
303,23.0,31.69000053,51.66999817,1015.109985,0.360000014,360.0,32.0,8,12,2023,11,4
304,23.0,33.47999954,45.86999893,1014.130005,2.049999952,360.0,34.0,8,12,2023,12,4
305,26.0,34.13000107,44.61999893,1012.679993,2.49000001,360.0,36.0,8,12,2023,13,4
306,27.0,35.33000183,41.5,1011.400024,2.559999943,360.0,38.0,8,12,2023,14,4
307,24.0,34.45000076,43.97000122,1010.599976,0.300000012,360.0,40.0,8,12,2023,15,4
308,21.0,33.63999939,45.47999954,1010.140015,2.279999971,360.0,41.0,8,12,2023,16,4
309,22.0,33.13999939,47.02999878,1010.190002,2.599999905,360.0,43.0,8,12,2023,17,4
310,26.0,31.95999908,50.61999893,1010.890015,1.230000019,360.0,44.0,8,12,2023,18,4
311,38.0,31.23999977,54.88000107,1011.609985,1.870000005,360.0,47.0,8,12,2023,19,4
312,55.0,30.28000069,60.34000015,1012.630005,1.019999981,360.0,51.0,8,12,2023,20,3
313,76.0,29.85000038,63.31000137,1013.570007,1.00999999,360.0,60.0,8,12,2023,21,3
314,77.0,28.79999924,68.37999725,1014.049988,0.99000001,360.0,70.0,8,12,2023,22,3
315,87.0,27.94000053,72.62000275,1014.130005,0.980000019,360.0,83.0,8,12,2023,23,3
316,53.0,26.75,75.76000214,1011.650024,0.980000019,360.0,117.0,9,12,2023,4,2
317,50.0,26.09000015,78.77999878,1011.820007,0.99000001,360.0,120.0,9,12,2023,5,2
318,70.0,25.89999962,79.52999878,1012.27002,0.99000001,360.0,125.0,9,12,2023,6,2
319,57.0,25.75,81.76000214,1013.099976,0.99000001,360.0,127.0,9,12,2023,7,2
320,84.0,26.76000023,81.30000305,1013.650024,1.039999962,360.0,132.0,9,12,2023,8,2
321,58.0,28.72999954,71.19999695,1014.390015,1.090000033,360.0,135.0,9,12,2023,9,2
322,41.0,30.44000053,62.54000092,1014.530029,1.029999971,360.0,136.0,9,12,2023,10,2
323,36.0,31.72999954,54.90999985,1014.159973,2.430000067,360.0,137.0,9,12,2023,11,2
324,49.0,32.75,51.38000107,1013.289978,2.140000105,360.0,140.0,9,12,2023,12,2
325,50.0,33.86999893,47.68999863,1012.070007,2.710000038,360.0,143.0,9,12,2023,13,2
326,48.0,37.47999954,39.06000137,1010.890015,1.070000052,360.0,145.0,9,12,2023,14,2
327,57.0,34.29999924,45.65999985,1010.169983,0.449999988,360.0,149.0,9,12,2023,15,2
328,51.0,33.72000122,48.84000015,1009.830017,2.829999924,308.0,152.0,9,12,2023,16,2
329,71.0,33.52000046,52.36999893,1009.75,0.0,307.0,157.0,9,12,2023,17,2
330,72.0,32.13999939,55.58000183,1010.039978,0.150000006,310.0,162.0,9,12,2023,18,2
331,86.0,30.45000076,62.09000015,1010.599976,0.0,310.0,168.0,9,12,2023,18,2
332,89.0,30.34000015,61.65000153,1010.640015,0.0,316.0,172.0,9,12,2023,19,2
333,96.0,29.77000046,64.37000275,1011.200012,0.0,309.0,174.0,9,12,2023,20,2
334,116.0,28.93000031,68.5,1011.690002,0.0,314.0,178.0,9,12,2023,21,2
335,147.0,28.35000038,72.41000366,1011.900024,0.0,306.0,185.0,9,12,2023,22,2
336,169.0,27.84000015,75.66000366,1011.719971,0.0,310.0,193.0,9,12,2023,23,2
337,177.0,27.37000084,78.38999939,1011.340027,0.0,307.0,202.0,10,12,2023,0,1
338,180.0,27.02000046,80.22000122,1011.190002,0.0,305.0,207.0,10,12,2023,1,1
339,184.0,26.70999908,81.41000366,1010.700012,0.0,305.0,212.0,10,12,2023,2,1
340,206.0,26.29999924,83.66000366,1010.210022,0.0,308.0,218.0,10,12,2023,3,1
341,187.0,25.86000061,85.45999908,1009.950012,0.0,308.0,224.0,10,12,2023,4,1
342,179.0,25.56999969,86.69000244,1010.190002,0.0,308.0,229.0,10,12,2023,5,1
343,181.0,25.28000069,88.30000305,1010.690002,0.0,307.0,234.0,10,12,2023,6,1
344,192.0,25.07999992,89.70999908,1011.309998,0.0,305.0,238.0,10,12,2023,7,1
345,196.0,26.15999985,86.73000336,1012.099976,0.0,308.0,244.0,10,12,2023,8,1
346,167.0,28.22999954,74.08999634,1012.840027,0.230000004,360.0,249.0,10,12,2023,9,1
347,143.0,30.06999969,66.04000092,1012.940002,1.070000052,360.0,254.0,10,12,2023,10,1
348,116.0,32.15999985,57.04000092,1012.619995,1.809999943,360.0,257.0,10,12,2023,11,1
349,103.0,33.70000076,50.68000031,1011.679993,0.610000014,360.0,259.0,10,12,2023,12,1
350,88.0,36.93000031,40.74000168,1010.340027,0.99000001,360.0,260.0,10,12,2023,13,1
351,103.0,37.97000122,38.56000137,1009.219971,0.349999994,306.0,262.0,10,12,2023,14,1
352,93.0,37.74000168,41.81000137,1008.48999,0.560000002,310.0,264.0,10,12,2023,15,1
353,63.0,33.47000122,50.13999939,1008.5,0.0,309.0,264.0,10,12,2023,17,1
354,40.0,32.00999832,52.33000183,1008.950012,0.0,308.0,262.0,10,12,2023,18,1
355,54.0,30.54000092,57.61999893,1009.599976,0.0,306.0,261.0,10,12,2023,19,1
356,50.0,29.54000092,63.72000122,1010.51001,0.0,307.0,259.0,10,12,2023,20,1
357,67.0,28.69000053,69.65000153,1011.309998,0.0,306.0,258.0,10,12,2023,21,1
358,78.0,28.23999977,74.19999695,1011.799988,0.0,309.0,257.0,10,12,2023,22,1
359,85.0,27.75,78.25,1011.940002,0.0,299.0,254.0,10,12,2023,23,1
360,80.0,27.62999916,78.86000061,1011.73999,0.0,308.0,250.0,11,12,2023,0,1
361,76.0,27.23999977,80.62000275,1011.409973,0.0,310.0,246.0,11,12,2023,1,1
362,71.0,26.94000053,82.76999664,1010.909973,0.0,305.0,242.0,11,12,2023,2,1
363,63.0,26.89999962,85.62999725,1010.590027,0.0,308.0,237.0,11,12,2023,3,1
364,65.0,26.80999947,86.27999878,1010.440002,0.0,305.0,231.0,11,12,2023,4,1
365,76.0,26.42000008,89.05999756,1010.559998,0.0,307.0,226.0,11,12,2023,5,1
366,84.0,26.19000053,90.98000336,1010.900024,0.0,304.0,222.0,11,12,2023,6,1
367,96.0,25.97999954,91.66000366,1011.559998,0.0,307.0,219.0,11,12,2023,7,1
368,93.0,27.10000038,90.23000336,1012.409973,0.0,310.0,214.0,11,12,2023,8,1
369,84.0,29.13999939,81.58999634,1013.169983,0.0,305.0,210.0,11,12,2023,9,1
370,78.0,30.75,71.54000092,1013.5,0.180000007,218.0,206.0,11,12,2023,10,1
371,82.0,32.11999893,62.40999985,1013.51001,1.779999971,360.0,204.0,11,12,2023,11,1
372,81.0,32.84000015,57.93000031,1013.080017,0.349999994,308.0,202.0,11,12,2023,12,1
373,74.0,34.06000137,50.72999954,1011.969971,0.850000024,360.0,201.0,11,12,2023,13,1
374,54.0,37.18999863,38.86999893,1010.73999,1.019999981,360.0,199.0,11,12,2023,14,2
375,57.0,36.97999954,43.52999878,1010.039978,0.300000012,360.0,194.0,11,12,2023,15,2
376,53.0,35.88999939,47.13000107,1009.719971,0.180000007,312.0,189.0,11,12,2023,16,2
377,54.0,34.38000107,50.65999985,1009.869995,0.170000002,360.0,188.0,11,12,2023,17,2
378,60.0,32.65000153,54.61000061,1010.309998,0.01,360.0,191.0,11,12,2023,18,2
379,68.0,31.09000015,59.88999939,1010.72998,0.0,360.0,192.0,11,12,2023,19,2
380,82.0,30.10000038,64.45999908,1011.369995,0.0,360.0,196.0,11,12,2023,20,2
381,78.0,29.36000061,68.48999786,1011.869995,0.0,360.0,197.0,11,12,2023,21,2
382,74.0,28.78000069,68.98999786,1011.929993,0.0,360.0,196.0,11,12,2023,22,2
383,102.0,27.63999939,74.87999725,1011.630005,0.0,360.0,199.0,12,12,2023,0,2
384,90.0,27.29999924,76.44999695,1011.429993,0.0,360.0,200.0,12,12,2023,1,1
385,91.0,26.98999977,78.76999664,1010.929993,0.0,360.0,201.0,12,12,2023,2,1
386,101.0,26.69000053,81.83999634,1010.710022,0.0,360.0,202.0,12,12,2023,3,1
387,113.0,26.30999947,84.43000031,1010.419983,0.0,360.0,204.0,12,12,2023,4,1
388,158.0,25.96999931,87.29000092,1010.440002,0.0,360.0,208.0,12,12,2023,5,1
389,186.0,25.90999985,89.43000031,1010.929993,0.0,360.0,212.0,12,12,2023,6,1
390,195.0,25.79999924,90.91000366,1011.590027,0.0,360.0,216.0,12,12,2023,7,1
391,185.0,26.67000008,85.73999786,1012.48999,0.0,360.0,220.0,12,12,2023,8,1
392,98.0,30.47999954,63.43000031,1013.700012,0.0,360.0,223.0,12,12,2023,10,1
393,84.0,32.59999847,55.68999863,1013.549988,0.959999979,360.0,223.0,12,12,2023,11,1
394,55.0,34.88000107,45.77999878,1012.909973,1.019999981,360.0,222.0,12,12,2023,12,1
395,34.0,35.45999908,40.36999893,1011.809998,1.019999981,360.0,220.0,12,12,2023,13,1
396,26.0,38.43000031,33.65999985,1010.590027,1.519999981,360.0,219.0,12,12,2023,14,1
397,20.0,42.79999924,23.86000061,1009.619995,1.330000043,360.0,218.0,12,12,2023,15,1
398,29.0,38.65000153,31.15999985,1009.080017,1.320000052,360.0,217.0,12,12,2023,16,1
399,32.0,34.90999985,39.93000031,1008.969971,1.0,360.0,216.0,12,12,2023,17,1
400,31.0,33.11999893,45.34999847,1009.190002,1.0,360.0,215.0,12,12,2023,18,1
401,43.0,31.52000046,52.0,1009.72998,1.0,360.0,214.0,12,12,2023,19,1
402,79.0,30.5,61.75999832,1010.590027,0.970000029,360.0,213.0,12,12,2023,20,1
403,86.0,29.70000076,66.45999908,1011.200012,0.99000001,360.0,214.0,12,12,2023,21,1
404,94.0,29.01000023,69.59999847,1011.859985,0.959999979,360.0,215.0,12,12,2023,22,1
405,97.0,28.70000076,71.91000366,1012.22998,0.980000019,360.0,215.0,12,12,2023,23,1
406,75.0,28.25,78.37999725,1012.380005,0.99000001,360.0,214.0,13,12,2023,1,1
407,81.0,27.92000008,80.48000336,1012.070007,0.980000019,360.0,213.0,13,12,2023,2,1
408,83.0,27.79999924,80.88999939,1011.72998,1.0,360.0,213.0,13,12,2023,3,1
409,92.0,27.48999977,82.41999817,1011.48999,0.970000029,360.0,212.0,13,12,2023,4,1
410,118.0,27.31999969,83.48000336,1011.450012,0.980000019,360.0,210.0,13,12,2023,5,1
411,141.0,27.44000053,82.70999908,1011.820007,1.00999999,360.0,208.0,13,12,2023,6,1
412,147.0,27.25,82.97000122,1012.570007,0.99000001,360.0,206.0,13,12,2023,7,1
413,150.0,28.07999992,82.47000122,1013.559998,1.00999999,360.0,205.0,13,12,2023,8,1
414,131.0,29.80999947,74.02999878,1014.619995,1.24000001,360.0,204.0,13,12,2023,9,1
415,102.0,31.37000084,65.84999847,1015.099976,0.860000014,360.0,205.0,13,12,2023,10,1
416,60.0,32.24000168,60.25,1014.950012,0.589999974,360.0,204.0,13,12,2023,11,1
417,40.0,33.43999863,53.00999832,1014.349976,1.00999999,360.0,203.0,13,12,2023,12,1
418,34.0,33.70999908,49.02000046,1013.289978,1.00999999,360.0,203.0,13,12,2023,13,1
419,28.0,35.34999847,43.68999863,1012.080017,0.920000017,307.0,203.0,13,12,2023,14,1
420,25.0,35.84999847,40.72000122,1011.419983,0.579999983,213.0,203.0,13,12,2023,15,1
421,23.0,35.06999969,40.83000183,1011.109985,1.279999971,360.0,203.0,13,12,2023,16,1
422,46.0,33.79999924,44.61999893,1011.210022,1.00999999,360.0,204.0,13,12,2023,17,1
423,29.0,32.41999817,48.24000168,1011.679993,0.99000001,360.0,204.0,13,12,2023,18,1
424,33.0,31.34000015,53.22999954,1012.400024,0.959999979,360.0,203.0,13,12,2023,19,1
425,34.0,30.65999985,56.40999985,1013.169983,0.01,219.0,201.0,13,12,2023,20,1
426,38.0,30.20000076,59.18000031,1013.859985,0.0,217.0,198.0,13,12,2023,21,2
427,39.0,29.95000076,59.65999985,1014.219971,0.0,216.0,192.0,13,12,2023,22,2
428,37.0,29.40999985,61.02000046,1014.390015,0.0,360.0,186.0,13,12,2023,23,2
429,39.0,29.26000023,63.02999878,1014.159973,1.00999999,360.0,181.0,14,12,2023,0,2
430,38.0,28.57999992,65.72000122,1013.97998,1.0,360.0,177.0,14,12,2023,1,2
431,33.0,27.95000076,67.06999969,1013.630005,0.970000029,360.0,171.0,14,12,2023,2,2
432,35.0,27.52000046,68.37000275,1012.929993,1.00999999,360.0,166.0,14,12,2023,3,2
433,41.0,27.12999916,70.45999908,1012.820007,1.00999999,360.0,160.0,14,12,2023,4,2
434,45.0,26.88999939,73.13999939,1013.090027,0.980000019,360.0,141.0,14,12,2023,6,2
435,53.0,26.09000015,77.87999725,1013.539978,0.980000019,360.0,131.0,14,12,2023,7,2
436,54.0,27.37999916,73.41999817,1014.340027,0.970000029,360.0,120.0,14,12,2023,8,2
437,43.0,29.34000015,63.15000153,1015.400024,1.389999986,360.0,111.0,14,12,2023,9,2
438,33.0,30.96999931,55.59999847,1015.76001,1.950000048,360.0,103.0,14,12,2023,10,2
439,28.0,32.49000168,49.09000015,1015.580017,1.370000005,360.0,98.0,14,12,2023,11,3
440,25.0,34.36000061,43.49000168,1014.909973,2.119999886,360.0,96.0,14,12,2023,12,3
441,27.0,35.54999924,40.63999939,1013.72998,0.959999979,360.0,95.0,14,12,2023,13,3
442,18.0,37.83000183,35.58000183,1012.609985,0.980000019,360.0,93.0,14,12,2023,14,3
443,16.0,38.16999817,33.58000183,1011.690002,1.600000024,360.0,91.0,14,12,2023,15,3
444,18.0,35.09000015,39.04000092,1011.429993,1.289999962,360.0,91.0,14,12,2023,16,3
445,17.0,34.09000015,41.29000092,1011.469971,0.99000001,360.0,86.0,14,12,2023,17,3
446,19.0,32.63000107,45.38000107,1011.789978,1.0,360.0,84.0,14,12,2023,18,3
447,25.0,31.37000084,50.08000183,1012.380005,0.980000019,360.0,83.0,14,12,2023,19,3
448,26.0,30.54999924,53.68999863,1013.280029,0.99000001,360.0,82.0,14,12,2023,20,3
449,30.0,30.26000023,55.65999985,1013.940002,0.99000001,360.0,80.0,14,12,2023,21,3
450,39.0,29.32999992,59.90000153,1014.5,0.99000001,360.0,80.0,14,12,2023,22,3
451,44.0,29.45000076,60.93000031,1014.859985,1.00999999,360.0,81.0,14,12,2023,23,3
452,55.0,29.0,64.77999878,1014.630005,0.99000001,360.0,84.0,15,12,2023,0,3
453,62.0,28.76000023,66.61000061,1014.169983,1.0,360.0,88.0,15,12,2023,1,3
454,67.0,28.10000038,69.80999756,1013.51001,0.980000019,360.0,94.0,15,12,2023,2,3
455,67.0,27.78000069,69.51000214,1012.849976,0.970000029,360.0,99.0,15,12,2023,3,3
456,65.0,27.42000008,69.94999695,1012.47998,0.99000001,360.0,103.0,15,12,2023,4,2
457,89.0,27.29000092,71.98999786,1012.869995,1.070000052,360.0,112.0,15,12,2023,6,2
458,101.0,27.04000092,74.30999756,1013.390015,1.090000033,360.0,117.0,15,12,2023,7,2
459,112.0,28.78000069,71.13999939,1015.059998,0.99000001,360.0,131.0,15,12,2023,9,2
460,104.0,30.43000031,62.77000046,1015.23999,1.590000033,360.0,138.0,15,12,2023,10,2
461,54.0,32.11000061,52.16999817,1014.929993,3.460000038,360.0,141.0,15,12,2023,11,2
462,58.0,33.33000183,48.68999863,1014.22998,2.730000019,360.0,145.0,15,12,2023,12,2
463,55.0,34.43999863,45.41999817,1013.059998,1.74000001,360.0,148.0,15,12,2023,13,2
464,39.0,36.90999985,37.65000153,1011.919983,2.650000095,360.0,150.0,15,12,2023,14,2
465,25.0,37.18999863,35.70000076,1011.059998,2.460000038,360.0,151.0,15,12,2023,15,2
466,24.0,35.15999985,41.24000168,1010.47998,2.99000001,360.0,152.0,15,12,2023,16,2
467,33.0,33.04999924,45.75999832,1010.450012,2.980000019,360.0,154.0,15,12,2023,17,2
468,37.0,32.13000107,49.90999985,1010.820007,2.119999886,360.0,156.0,15,12,2023,18,2
469,55.0,31.29000092,54.13000107,1011.280029,0.99000001,360.0,159.0,15,12,2023,19,2
470,60.0,30.04000092,59.40000153,1011.940002,0.99000001,360.0,163.0,15,12,2023,20,2
471,73.0,29.04000092,64.91999817,1012.609985,0.610000014,308.0,168.0,15,12,2023,21,2
472,88.0,28.43000031,69.0,1012.929993,0.0,309.0,173.0,15,12,2023,22,2
473,85.0,27.93000031,72.12000275,1012.969971,0.0,309.0,177.0,15,12,2023,23,2
474,82.0,27.18000031,75.05000305,1012.77002,0.0,311.0,183.0,16,12,2023,1,2
475,81.0,26.90999985,75.79000092,1012.429993,0.0,308.0,184.0,16,12,2023,2,2
476,80.0,26.67000008,76.09999847,1012.059998,0.0,312.0,186.0,16,12,2023,3,2
477,77.0,26.45000076,76.73000336,1011.859985,0.0,305.0,187.0,16,12,2023,4,2
478,88.0,26.04000092,79.37000275,1011.950012,0.0,307.0,188.0,16,12,2023,5,2
479,104.0,25.85000038,81.65000153,1012.309998,0.0,310.0,190.0,16,12,2023,6,2
480,114.0,25.80999947,84.98000336,1012.909973,0.0,306.0,191.0,16,12,2023,7,2
481,142.0,26.79000092,84.23999786,1013.77002,0.0,310.0,195.0,16,12,2023,8,2
482,115.0,30.75,63.00999832,1014.919983,1.570000052,0.0,199.0,16,12,2023,10,2
483,63.0,32.81999969,51.95000076,1014.530029,1.779999971,360.0,200.0,16,12,2023,11,1
484,45.0,34.93000031,43.59999847,1013.659973,3.00999999,360.0,199.0,16,12,2023,12,2
485,34.0,35.84999847,39.75,1012.320007,3.049999952,360.0,197.0,16,12,2023,13,2
486,24.0,37.33000183,34.20999908,1011.02002,3.069999933,360.0,195.0,16,12,2023,14,2
487,25.0,37.16999817,34.65000153,1010.440002,1.200000048,0.0,195.0,16,12,2023,15,2
488,17.0,36.34000015,35.58000183,1010.039978,0.980000019,360.0,194.0,16,12,2023,16,2
489,17.0,34.68000031,37.88999939,1010.030029,3.0,360.0,192.0,16,12,2023,17,2
490,58.0,32.81999969,42.77000046,1010.429993,2.99000001,360.0,195.0,16,12,2023,18,2
491,26.0,31.46999931,47.33000183,1011.039978,2.99000001,360.0,192.0,16,12,2023,19,2
492,89.0,30.51000023,59.95000076,1011.909973,3.019999981,360.0,195.0,16,12,2023,20,2
493,95.0,29.94000053,64.01000214,1012.609985,2.99000001,360.0,197.0,16,12,2023,21,2
494,88.0,29.69000053,64.37000275,1012.869995,3.0,360.0,197.0,16,12,2023,22,2
495,82.0,29.20000076,65.06999969,1012.820007,2.99000001,360.0,197.0,16,12,2023,23,2
496,43.0,29.30999947,61.84000015,1012.869995,3.0,360.0,192.0,17,12,2023,0,2
497,60.0,29.25,65.77999878,1012.859985,3.0,360.0,190.0,17,12,2023,1,2
498,63.0,28.94000053,68.48999786,1012.710022,3.00999999,360.0,188.0,17,12,2023,2,2
499,59.0,28.57999992,70.43000031,1012.280029,2.99000001,360.0,186.0,17,12,2023,3,2
500,53.0,28.29999924,71.62999725,1012.130005,3.0,360.0,183.0,17,12,2023,4,2
501,58.0,27.62000084,75.03,1012.280029,2.980000019,360.0,180.0,17,12,2023,5,2
502,120.0,27.63999939,80.55999756,1012.690002,3.0,360.0,181.0,17,12,2023,6,2
503,87.0,27.70999908,77.51000214,1013.429993,3.0,360.0,178.0,17,12,2023,7,2
504,23.0,29.82999992,60.09000015,1015.130005,1.370000005,360.0,157.0,17,12,2023,9,2
505,20.0,31.17000008,53.29999924,1015.309998,2.630000114,360.0,147.0,17,12,2023,10,2
506,16.0,32.58000183,47.79999924,1015.140015,1.399999976,65.0,141.0,17,12,2023,11,2
507,18.0,33.84999847,46.52999878,1014.280029,0.50999999,360.0,138.0,17,12,2023,12,2
508,15.0,35.40999985,41.84000015,1013.090027,0.889999986,0.0,136.0,17,12,2023,13,2
509,11.0,36.31000137,38.40999985,1011.909973,0.039999999,64.0,135.0,17,12,2023,14,2
510,12.0,37.49000168,35.63000107,1011.190002,0.769999981,360.0,133.0,17,12,2023,15,2
511,6.0,34.13000107,39.41999817,1010.909973,1.0,0.0,132.0,17,12,2023,15,2
512,18.0,34.61000061,40.25999832,1010.919983,0.769999981,309.0,132.0,17,12,2023,16,2
513,14.0,33.68999863,43.16999817,1011.01001,0.99000001,360.0,128.0,17,12,2023,17,2
514,15.0,32.70000076,46.43000031,1011.330017,1.00999999,360.0,126.0,17,12,2023,18,2
515,19.0,31.76000023,50.45999908,1011.76001,0.99000001,360.0,119.0,17,12,2023,19,2
516,18.0,30.85000038,54.88000107,1012.460022,1.00999999,360.0,110.0,17,12,2023,20,2
517,25.0,30.17000008,57.93999863,1013.210022,1.0,360.0,103.0,17,12,2023,21,2
518,36.0,30.52000046,57.66999817,1013.340027,0.819999993,360.0,96.0,17,12,2023,22,3
519,22.0,30.32999992,56.25999832,1013.440002,0.910000026,360.0,93.0,17,12,2023,23,3
520,23.0,30.25,56.11999893,1013.51001,0.910000026,360.0,86.0,18,12,2023,0,3
521,18.0,29.47999954,58.59000015,1013.700012,0.879999995,360.0,79.0,18,12,2023,1,3
522,21.0,29.04000092,60.75999832,1013.609985,0.920000017,360.0,73.0,18,12,2023,2,3
523,14.0,28.76000023,58.49000168,1013.320007,0.699999988,360.0,66.0,18,12,2023,3,3
524,10.0,28.11000061,58.58000183,1013.119995,0.720000029,360.0,59.0,18,12,2023,4,3
525,9.0,27.36000061,61.0,1013.469971,0.879999995,360.0,44.0,18,12,2023,5,4
526,12.0,26.51000023,64.13999939,1013.940002,0.839999974,360.0,36.0,18,12,2023,6,4
527,13.0,26.37000084,65.23999786,1014.719971,0.970000029,360.0,31.0,18,12,2023,7,4
528,17.0,26.88999939,64.61000061,1015.619995,1.059999943,360.0,30.0,18,12,2023,8,4
529,14.0,28.04999924,59.79000092,1016.409973,1.090000033,360.0,29.0,18,12,2023,9,4
530,17.0,29.31999969,56.09999847,1016.679993,1.200000048,360.0,29.0,18,12,2023,10,4
531,24.0,30.72999954,52.63000107,1016.289978,0.99000001,360.0,30.0,18,12,2023,11,4
532,25.0,32.20000076,48.13999939,1015.530029,1.350000024,360.0,31.0,18,12,2023,12,4
533,27.0,33.61000061,44.25999832,1014.359985,1.379999995,360.0,33.0,18,12,2023,13,4
534,23.0,34.02999878,42.41999817,1013.22998,1.559999943,360.0,34.0,18,12,2023,14,4
535,24.0,33.83000183,43.29999924,1012.460022,2.190000057,360.0,36.0,18,12,2023,15,4
536,18.0,33.83000183,43.38000107,1012.02002,3.019999981,360.0,36.0,18,12,2023,16,4
537,22.0,32.65999985,46.77999878,1012.02002,3.00999999,360.0,36.0,18,12,2023,17,4
538,27.0,31.23999977,51.06999969,1012.460022,3.00999999,360.0,38.0,18,12,2023,18,4
539,31.0,30.35000038,53.90999985,1013.039978,2.99000001,360.0,39.0,18,12,2023,19,4
540,34.0,29.80999947,54.97000122,1013.700012,3.00999999,360.0,41.0,18,12,2023,20,4
541,42.0,29.40999985,56.90000153,1014.340027,2.99000001,360.0,42.0,18,12,2023,21,4
542,43.0,28.88999939,58.90000153,1014.77002,2.99000001,360.0,43.0,18,12,2023,22,4
543,47.0,28.35000038,61.18000031,1014.859985,3.00999999,360.0,45.0,18,12,2023,23,4
544,49.0,27.39999962,64.62999725,1014.849976,3.019999981,360.0,48.0,19,12,2023,0,4
545,54.0,26.65999985,68.83999634,1014.890015,3.0,360.0,53.0,19,12,2023,1,3
546,64.0,26.20999908,71.25,1014.549988,3.00999999,360.0,60.0,19,12,2023,2,3
547,72.0,26.18000031,71.69000244,1014.090027,3.00999999,360.0,70.0,19,12,2023,3,3
548,80.0,26.05999947,75.91999817,1013.880005,0.230000004,360.0,94.0,19,12,2023,5,3
549,61.0,25.67000008,75.86000061,1014.280029,0.99000001,360.0,102.0,19,12,2023,6,2
550,51.0,25.45999908,75.44000244,1014.919983,1.049999952,360.0,106.0,19,12,2023,7,2
551,52.0,26.07999992,72.09999847,1015.460022,1.00999999,360.0,110.0,19,12,2023,8,2
552,50.0,27.71999931,64.80000305,1016.049988,1.039999962,360.0,114.0,19,12,2023,9,2
553,17.0,28.47999954,61.54000092,1016.169983,1.0,360.0,114.0,19,12,2023,9,2
554,34.0,29.82999992,56.0,1016.159973,1.210000038,360.0,115.0,19,12,2023,10,2
555,26.0,31.59000015,49.20000076,1016.01001,1.100000024,360.0,115.0,19,12,2023,11,2
556,18.0,33.86000061,42.11000061,1015.169983,0.800000012,360.0,114.0,19,12,2023,12,2
557,19.0,35.97000122,35.93999863,1013.890015,1.399999976,307.0,114.0,19,12,2023,13,2
558,12.0,35.40999985,36.52999878,1012.559998,1.169999957,360.0,112.0,19,12,2023,14,2
559,16.0,34.50999832,39.20999908,1011.809998,1.639999986,360.0,112.0,19,12,2023,15,2
560,17.0,33.84999847,41.84999847,1011.429993,1.139999986,360.0,112.0,19,12,2023,16,2
561,23.0,32.91999817,45.36000061,1011.650024,1.029999971,360.0,111.0,19,12,2023,17,2
562,24.0,32.34000015,48.02999878,1012.190002,1.159999967,360.0,110.0,19,12,2023,18,2
563,28.0,31.36000061,50.88000107,1012.780029,1.129999995,360.0,110.0,19,12,2023,19,2
564,29.0,30.75,52.66999817,1013.539978,1.0,360.0,108.0,19,12,2023,20,2
565,38.0,30.43000031,53.27000046,1013.909973,0.99000001,360.0,108.0,19,12,2023,21,2
566,50.0,29.67000008,56.77000046,1014.25,0.99000001,360.0,108.0,19,12,2023,22,2
567,56.0,28.27000046,63.91999817,1014.390015,0.959999979,360.0,109.0,19,12,2023,23,2
568,78.0,27.70000076,67.22000122,1014.299988,0.970000029,360.0,111.0,20,12,2023,0,2
569,66.0,27.28000069,69.81999969,1014.119995,0.970000029,360.0,112.0,20,12,2023,1,2
570,91.0,26.55999947,76.40000153,1013.159973,0.970000029,360.0,114.0,20,12,2023,3,2
571,88.0,26.72999954,76.66999817,1012.820007,0.980000019,360.0,114.0,20,12,2023,4,2
572,75.0,26.77000046,74.73999786,1013.039978,0.99000001,360.0,114.0,20,12,2023,5,2
573,71.0,26.04999924,77.30000305,1014.049988,0.99000001,360.0,115.0,20,12,2023,7,2
574,38.0,28.45000076,63.95000076,1015.450012,1.039999962,360.0,114.0,20,12,2023,9,2
575,25.0,30.20000076,54.95999908,1015.469971,1.029999971,360.0,111.0,20,12,2023,10,2
576,21.0,31.72999954,49.34999847,1015.159973,1.309999943,360.0,107.0,20,12,2023,11,2
577,33.0,33.27999878,45.65999985,1014.299988,1.220000029,360.0,109.0,20,12,2023,12,2
578,17.0,34.93000031,40.13000107,1012.919983,0.839999974,360.0,107.0,20,12,2023,13,2
579,16.0,34.66999817,41.15000153,1011.690002,0.01,218.0,106.0,20,12,2023,14,2
580,16.0,35.36000061,39.41999817,1010.97998,0.0,218.0,106.0,20,12,2023,15,2
581,16.0,34.34000015,40.04999924,1010.590027,0.090000004,311.0,106.0,20,12,2023,16,2
582,38.0,33.24000168,42.50999832,1010.719971,0.100000001,312.0,108.0,20,12,2023,17,2
583,14.0,31.81999969,46.84999847,1011.5,0.01,307.0,108.0,20,12,2023,18,2
