ID,No,PM,Temperature,Humidity,Air_Pressure,Wind_Speed,Wind_Direction,AQI,DW,Day,Month,Year,Time,Status
10441,547,72.0,26.18000031,71.69000244,1014.090027,3.00999999,360.0,70.0,3,19,12,2023,3,3
10443,548,80.0,26.05999947,75.91999817,1013.880005,0.230000004,360.0,94.0,3,19,12,2023,5,3
10444,549,61.0,25.67000008,75.86000061,1014.280029,0.99000001,360.0,102.0,3,19,12,2023,6,2
10445,550,51.0,25.45999908,75.44000244,1014.919983,1.049999952,360.0,106.0,3,19,12,2023,7,2
10446,551,52.0,26.07999992,72.09999847,1015.460022,1.00999999,360.0,110.0,3,19,12,2023,8,2
10447,552,50.0,27.71999931,64.80000305,1016.049988,1.039999962,360.0,114.0,3,19,12,2023,9,2
10448,553,17.0,28.47999954,61.54000092,1016.169983,1.0,360.0,114.0,3,19,12,2023,9,2
10449,554,34.0,29.82999992,56.0,1016.159973,1.210000038,360.0,115.0,3,19,12,2023,10,2
10450,555,26.0,31.59000015,49.20000076,1016.01001,1.100000024,360.0,115.0,3,19,12,2023,11,2
10451,556,18.0,33.86000061,42.11000061,1015.169983,0.800000012,360.0,114.0,3,19,12,2023,12,2
10452,557,19.0,35.97000122,35.93999863,1013.890015,1.399999976,307.0,114.0,3,19,12,2023,13,2
10453,558,12.0,35.40999985,36.52999878,1012.559998,1.169999957,360.0,112.0,3,19,12,2023,14,2
10454,559,16.0,34.50999832,39.20999908,1011.809998,1.639999986,360.0,112.0,3,19,12,2023,15,2
10455,560,17.0,33.84999847,41.84999847,1011.429993,1.139999986,360.0,112.0,3,19,12,2023,16,2
10456,561,23.0,32.91999817,45.36000061,1011.650024,1.029999971,360.0,111.0,3,19,12,2023,17,2
10457,562,24.0,32.34000015,48.02999878,1012.190002,1.159999967,360.0,110.0,3,19,12,2023,18,2
10458,563,28.0,31.36000061,50.88000107,1012.780029,1.129999995,360.0,110.0,3,19,12,2023,19,2
10459,564,29.0,30.75,52.66999817,1013.539978,1.0,360.0,108.0,3,19,12,2023,20,2
10460,565,38.0,30.43000031,53.27000046,1013.909973,0.99000001,360.0,108.0,3,19,12,2023,21,2
10461,566,50.0,29.67000008,56.77000046,1014.25,0.99000001,360.0,108.0,3,19,12,2023,22,2
10462,567,56.0,28.27000046,63.91999817,1014.390015,0.959999979,360.0,109.0,3,19,12,2023,23,2
10463,568,78.0,27.70000076,67.22000122,1014.299988,0.970000029,360.0,111.0,4,20,12,2023,0,2
10464,569,66.0,27.28000069,69.81999969,1014.119995,0.970000029,360.0,112.0,4,20,12,2023,1,2
10465,570,91.0,26.55999947,76.40000153,1013.159973,0.970000029,360.0,114.0,4,20,12,2023,3,2
10466,571,88.0,26.72999954,76.66999817,1012.820007,0.980000019,360.0,114.0,4,20,12,2023,4,2
10467,572,75.0,26.77000046,74.73999786,1013.039978,0.99000001,360.0,114.0,4,20,12,2023,5,2
10468,573,71.0,26.04999924,77.30000305,1014.049988,0.99000001,360.0,115.0,4,20,12,2023,7,2
10469,574,38.0,28.45000076,63.95000076,1015.450012,1.039999962,360.0,114.0,4,20,12,2023,9,2
10470,575,25.0,30.20000076,54.95999908,1015.469971,1.029999971,360.0,111.0,4,20,12,2023,10,2
10471,576,21.0,31.72999954,49.34999847,1015.159973,1.309999943,360.0,107.0,4,20,12,2023,11,2
10472,577,33.0,33.27999878,45.65999985,1014.299988,1.220000029,360.0,109.0,4,20,12,2023,12,2
10473,578,17.0,34.93000031,40.13000107,1012.919983,0.839999974,360.0,107.0,4,20,12,2023,13,2
10474,579,16.0,34.66999817,41.15000153,1011.690002,0.01,218.0,106.0,4,20,12,2023,14,2
10475,580,16.0,35.36000061,39.41999817,1010.97998,0.0,218.0,106.0,4,20,12,2023,15,2
10476,581,16.0,34.34000015,40.04999924,1010.590027,0.090000004,311.0,106.0,4,20,12,2023,16,2
10477,582,38.0,33.24000168,42.50999832,1010.719971,0.100000001,312.0,108.0,4,20,12,2023,17,2
10478,583,14.0,31.81999969,46.84999847,1011.5,0.01,307.0,108.0,4,20,12,2023,18,2
10479,584,14.0,30.96999931,49.20000076,1012.289978,0.0,309.0,108.0,4,20,12,2023,19,2
10480,585,18.0,30.45999908,50.22999954,1013.219971,0.0,218.0,107.0,4,20,12,2023,20,2
10481,586,19.0,29.93000031,52.34999847,1013.929993,0.0,217.0,107.0,4,20,12,2023,21,2
10482,587,14.0,29.76000023,51.45000076,1014.48999,0.0,65.0,105.0,4,20,12,2023,22,2
10483,588,19.0,29.5,52.66999817,1014.48999,0.0,64.0,104.0,4,20,12,2023,23,2
10484,589,19.0,28.27000046,57.27000046,1014.27002,0.0,64.0,102.0,5,21,12,2023,0,2
10485,590,15.0,27.96999931,57.79000092,1013.98999,0.0,65.0,96.0,5,21,12,2023,1,3
10486,591,14.0,27.90999985,56.68000031,1013.51001,0.0,65.0,89.0,5,21,12,2023,2,3
10487,592,14.0,27.32999992,57.40999985,1013.090027,0.0,64.0,79.0,5,21,12,2023,3,3
10488,593,14.0,26.87000084,57.61999893,1012.859985,0.0,65.0,70.0,5,21,12,2023,4,3
10489,594,13.0,26.29999924,59.02999878,1013.099976,0.0,217.0,57.0,5,21,12,2023,5,3
10490,595,16.0,25.63999939,62.40000153,1013.549988,0.0,64.0,47.0,5,21,12,2023,6,4
10491,596,21.0,25.06999969,66.68000031,1014.440002,0.0,64.0,41.0,5,21,12,2023,7,4
10492,597,22.0,25.76000023,64.84999847,1015.51001,0.0,309.0,36.0,5,21,12,2023,8,4
10493,598,11.0,26.76000023,56.29000092,1016.52002,0.0,360.0,34.0,5,21,12,2023,9,4
10494,599,5.0,27.88999939,49.77999878,1016.73999,0.0,308.0,32.0,5,21,12,2023,10,4
10495,600,4.0,29.69000053,44.90999985,1016.47998,0.02,0.0,30.0,5,21,12,2023,11,4
10496,601,3.0,31.51000023,40.59000015,1015.809998,0.02,64.0,27.0,5,21,12,2023,12,4
10497,602,10.0,33.11999893,37.70000076,1014.950012,0.170000002,142.0,26.0,5,21,12,2023,13,4
10498,603,5.0,34.38000107,35.06000137,1013.76001,0.01,141.0,25.0,5,21,12,2023,14,5
10499,604,9.0,34.13999939,36.81000137,1012.950012,0.140000001,141.0,24.0,5,21,12,2023,15,5
10500,605,17.0,32.36999893,41.52000046,1012.809998,0.25,145.0,24.0,5,21,12,2023,16,5
10501,606,15.0,30.77000046,42.97000122,1013.059998,0.300000012,141.0,23.0,5,21,12,2023,17,5
10502,607,17.0,29.77000046,45.18000031,1013.669983,0.289999992,141.0,23.0,5,21,12,2023,18,5
10503,608,16.0,28.90999985,46.56000137,1014.309998,0.050000001,140.0,23.0,5,21,12,2023,19,5
10504,609,22.0,27.96999931,49.95999908,1015.219971,0.0,140.0,23.0,5,21,12,2023,20,5
10505,610,27.0,26.98999977,54.13000107,1015.880005,0.0,141.0,24.0,5,21,12,2023,21,5
10506,611,21.0,27.48999977,50.81999969,1016.48999,0.0,140.0,24.0,5,21,12,2023,22,5
10507,612,20.0,27.06999969,49.95999908,1016.840027,0.0,141.0,24.0,5,21,12,2023,23,5
10508,613,27.0,26.54000092,50.54000092,1016.809998,0.0,141.0,25.0,6,22,12,2023,0,5
10509,614,25.0,25.88999939,51.47000122,1016.650024,0.0,64.0,27.0,6,22,12,2023,1,4
10510,615,23.0,25.18000031,53.59000015,1016.119995,0.0,63.0,27.0,6,22,12,2023,2,4
10511,616,23.0,24.57999992,56.00999832,1015.690002,0.0,63.0,28.0,6,22,12,2023,3,4
10512,617,26.0,0.0,60.04000092,1015.570007,0.0,64.0,30.0,6,22,12,2023,4,4
10513,618,31.0,0.0,59.75,1015.570007,0.0,142.0,31.0,6,22,12,2023,5,4
10514,619,28.0,23.28000069,59.0,1016.130005,0.0,141.0,33.0,6,22,12,2023,6,4
10515,620,24.0,22.82999992,60.18999863,1017.349976,0.0,63.0,33.0,6,22,12,2023,7,4
10516,621,13.0,22.45999908,57.72999954,1018.650024,0.0,63.0,32.0,6,22,12,2023,8,4
10517,622,16.0,23.05999947,54.56000137,1019.76001,0.0,64.0,33.0,6,22,12,2023,9,4
10518,623,12.0,24.25,49.70999908,1020.369995,0.0,141.0,33.0,6,22,12,2023,10,4
10519,624,12.0,25.47999954,45.43999863,1020.349976,0.119999997,141.0,34.0,6,22,12,2023,11,4
10520,625,16.0,27.35000038,41.88999939,1019.710022,0.01,64.0,35.0,6,22,12,2023,12,4
10521,626,16.0,28.92000008,38.36999893,1018.429993,0.280000001,141.0,36.0,6,22,12,2023,13,4
10522,627,25.0,31.53000069,35.15000153,1016.929993,0.140000001,148.0,38.0,6,22,12,2023,14,4
10523,628,25.0,31.31999969,35.77999878,1015.929993,0.289999992,141.0,40.0,6,22,12,2023,15,4
10524,629,21.0,29.0,39.38000107,1015.349976,0.200000003,140.0,40.0,6,22,12,2023,16,4
10525,630,20.0,27.77000046,40.95000076,1015.25,0.150000006,141.0,41.0,6,22,12,2023,17,4
10526,631,27.0,27.01000023,42.36999893,1015.940002,0.189999998,140.0,42.0,6,22,12,2023,18,4
10527,632,26.0,26.26000023,43.88999939,1016.659973,0.07,141.0,43.0,6,22,12,2023,19,4
10528,633,26.0,25.72999954,46.40999985,1017.169983,0.0,141.0,43.0,6,22,12,2023,19,4
10529,634,15.0,20.94000053,52.77000046,1018.210022,0.0,141.0,42.0,7,23,12,2023,3,4
10530,635,39.0,21.35000038,51.68000031,1018.169983,0.029999999,141.0,44.0,7,23,12,2023,4,4
10531,636,31.0,20.75,53.04999924,1018.330017,0.01,141.0,45.0,7,23,12,2023,5,4
10532,637,31.0,20.22999954,53.29999924,1018.859985,0.039999999,139.0,45.0,7,23,12,2023,6,4
10533,638,34.0,19.81999969,54.72000122,1019.539978,0.01,143.0,46.0,7,23,12,2023,7,4
10534,639,38.0,19.98999977,55.47000122,1020.380005,0.02,141.0,47.0,7,23,12,2023,8,4
10535,640,37.0,20.79000092,53.25999832,1021.159973,0.219999999,141.0,49.0,7,23,12,2023,9,4
10536,641,38.0,22.11000061,50.88000107,1021.320007,0.239999995,140.0,51.0,7,23,12,2023,10,3
10537,642,35.0,23.62000084,46.81999969,1020.950012,0.100000001,142.0,51.0,7,23,12,2023,11,3
10538,643,32.0,25.5,42.24000168,1020.169983,0.119999997,147.0,52.0,7,23,12,2023,12,3
10539,644,42.0,27.09000015,39.13000107,1018.869995,0.419999987,141.0,55.0,7,23,12,2023,13,3
10540,645,31.0,29.12000084,34.93999863,1017.47998,0.150000006,141.0,58.0,7,23,12,2023,14,3
10541,646,27.0,29.82999992,32.77000046,1016.48999,0.479999989,142.0,60.0,7,23,12,2023,15,3
10542,647,26.0,28.86000061,34.56000137,1016.150024,0.319999993,141.0,62.0,7,23,12,2023,16,3
10543,648,27.0,27.93000031,35.79000092,1016.130005,0.189999998,64.0,65.0,7,23,12,2023,17,3
10544,649,29.0,27.04000092,36.59999847,1016.719971,0.079999998,141.0,67.0,7,23,12,2023,18,3
10545,650,41.0,26.02000046,41.36000061,1017.409973,0.039999999,0.0,71.0,7,23,12,2023,19,3
10546,651,73.0,25.67000008,43.61999893,1018.460022,0.07,307.0,79.0,7,23,12,2023,20,3
10547,652,61.0,25.64999962,42.49000168,1019.309998,0.01,303.0,85.0,7,23,12,2023,21,3
10548,653,55.0,25.47999954,39.36999893,1019.77002,0.899999976,360.0,90.0,7,23,12,2023,22,3
10549,654,60.0,24.81999969,40.24000168,1019.960022,1.289999962,360.0,97.0,7,23,12,2023,23,3
10550,655,54.0,24.31999969,39.93999863,1020.01001,1.220000029,360.0,102.0,1,24,12,2023,0,2
10551,656,58.0,23.80999947,40.97999954,1019.700012,1.179999948,360.0,105.0,1,24,12,2023,1,2
10552,657,58.0,23.46999931,42.31999969,1019.419983,1.480000019,360.0,109.0,1,24,12,2023,2,2
10553,658,62.0,0.0,43.06999969,1018.590027,1.580000043,360.0,114.0,1,24,12,2023,3,2
10554,659,62.0,23.14999962,44.63000107,1018.450012,2.180000067,360.0,116.0,1,24,12,2023,4,2
10555,660,42.0,22.89999962,46.77000046,1018.619995,1.809999943,360.0,118.0,1,24,12,2023,5,2
10556,661,31.0,22.34000015,48.56000137,1018.789978,2.00999999,360.0,118.0,1,24,12,2023,6,2
10557,662,24.0,21.87000084,49.33000183,1019.539978,1.539999962,360.0,117.0,1,24,12,2023,7,2
10558,663,12.0,21.20000076,50.45999908,1020.070007,1.0,360.0,114.0,1,24,12,2023,7,2
10559,664,26.0,21.92000008,49.90999985,1020.419983,1.779999971,360.0,112.0,1,24,12,2023,8,2
10560,665,29.0,22.5,48.11000061,1021.280029,2.75,360.0,111.0,1,24,12,2023,9,2
10561,666,55.0,23.70000076,45.61999893,1021.669983,3.279999971,360.0,114.0,1,24,12,2023,10,2
10562,667,31.0,24.47999954,44.49000168,1021.669983,3.220000029,360.0,114.0,1,24,12,2023,11,2
10563,668,32.0,25.07999992,44.13000107,1021.140015,3.960000038,360.0,112.0,1,24,12,2023,12,2
10564,669,34.0,25.95000076,42.75,1020.049988,4.010000229,360.0,113.0,1,24,12,2023,13,2
10565,670,30.0,26.63999939,41.00999832,1018.809998,4.25,360.0,113.0,1,24,12,2023,14,2
10566,671,29.0,26.84000015,40.52999878,1017.98999,4.21999979,0.0,113.0,1,24,12,2023,15,2
10567,672,30.0,26.54000092,41.58000183,1017.400024,0.340000004,0.0,114.0,1,24,12,2023,16,2
10568,673,35.0,25.76000023,44.34000015,1017.469971,2.269999981,360.0,114.0,1,24,12,2023,17,2
10569,674,40.0,25.36000061,45.15000153,1017.97998,3.069999933,65.0,114.0,1,24,12,2023,18,2
10570,675,38.0,25.32999992,44.22000122,1018.47998,0.090000004,0.0,110.0,1,24,12,2023,19,2
10571,676,45.0,25.37999916,42.56000137,1018.950012,0.059999999,0.0,109.0,1,24,12,2023,20,2
10572,677,53.0,25.29999924,42.61999893,1019.630005,0.039999999,0.0,108.0,1,24,12,2023,21,2
10573,678,47.0,25.17000008,42.66999817,1020.039978,0.07,65.0,107.0,1,24,12,2023,22,2
10574,679,52.0,25.02000046,43.36000061,1020.169983,0.01,65.0,107.0,1,24,12,2023,23,2
10575,680,46.0,24.76000023,44.40000153,1019.859985,0.01,0.0,105.0,2,25,12,2023,0,2
10576,681,43.0,24.31999969,46.45999908,1019.5,0.039999999,65.0,104.0,2,25,12,2023,1,2
10577,682,44.0,23.95999908,47.88000107,1018.900024,0.090000004,0.0,102.0,2,25,12,2023,2,2
10578,683,45.0,23.89999962,48.18999863,1018.070007,0.07,66.0,99.0,2,25,12,2023,3,3
10579,684,41.0,23.89999962,47.72999954,1017.719971,0.059999999,64.0,99.0,2,25,12,2023,4,3
10580,685,31.0,23.45000076,46.68000031,1017.530029,0.140000001,66.0,99.0,2,25,12,2023,5,3
10581,686,31.0,22.88999939,47.86000061,1017.900024,0.050000001,65.0,100.0,2,25,12,2023,6,3
10582,687,35.0,22.25,49.22999954,1018.549988,0.289999992,65.0,103.0,2,25,12,2023,7,2
10583,688,39.0,22.28000069,49.54999924,1019.330017,0.01,65.0,105.0,2,25,12,2023,8,2
10584,689,41.0,0.0,47.52999878,1020.22998,0.07,64.0,106.0,2,25,12,2023,9,2
10585,690,45.0,24.25,45.31000137,1020.440002,0.0,66.0,105.0,2,25,12,2023,9,2
10586,691,44.0,24.43000031,45.09000015,1020.450012,0.0,63.0,106.0,2,25,12,2023,10,2
10587,692,46.0,24.53000069,45.08000183,1020.130005,0.300000012,65.0,108.0,2,25,12,2023,11,2
10588,693,45.0,25.60000038,42.43000031,1019.630005,0.230000004,64.0,109.0,2,25,12,2023,12,2
10589,694,44.0,27.48999977,38.65999985,1018.640015,0.389999986,64.0,111.0,2,25,12,2023,13,2
10590,695,44.0,29.29000092,35.68999863,1017.27002,0.180000007,65.0,112.0,2,25,12,2023,14,2
10591,696,39.0,30.29999924,33.65999985,1016.47998,0.200000003,65.0,113.0,2,25,12,2023,15,2
10592,697,38.0,28.97999954,35.38000107,1016.150024,0.170000002,64.0,114.0,2,25,12,2023,16,2
10593,698,43.0,27.69000053,37.04000092,1016.409973,0.170000002,64.0,114.0,2,25,12,2023,17,2
10594,699,43.0,27.23999977,37.75999832,1016.869995,0.25,63.0,114.0,2,25,12,2023,18,2
10595,700,57.0,26.17000008,42.77000046,1017.48999,0.039999999,64.0,116.0,2,25,12,2023,19,2
10596,701,74.0,25.76000023,45.38999939,1018.320007,0.029999999,65.0,118.0,2,25,12,2023,20,2
10597,702,86.0,25.45999908,48.08000183,1018.880005,0.01,65.0,122.0,2,25,12,2023,21,2
10598,703,85.0,25.51000023,51.02999878,1019.289978,0.370000005,360.0,126.0,2,25,12,2023,22,2
10599,704,67.0,25.37999916,49.11000061,1019.22998,0.689999998,305.0,128.0,2,25,12,2023,23,2
10600,705,75.0,25.04999924,49.90000153,1019.02002,0.0,309.0,132.0,3,26,12,2023,0,2
10601,706,89.0,24.63999939,45.81000137,1018.73999,0.0,303.0,137.0,3,26,12,2023,1,2
10602,707,81.0,24.18000031,45.18999863,1018.25,0.0,309.0,141.0,3,26,12,2023,2,2
10603,708,84.0,23.97999954,46.40000153,1017.659973,0.0,309.0,146.0,3,26,12,2023,3,2
10604,709,95.0,23.59000015,47.65999985,1017.280029,0.0,306.0,153.0,3,26,12,2023,4,2
10605,710,99.0,23.29000092,49.63000107,1017.309998,0.0,308.0,160.0,3,26,12,2023,5,2
10606,711,91.0,23.0,50.43999863,1017.599976,0.01,306.0,166.0,3,26,12,2023,6,2
10607,712,84.0,22.87000084,50.97999954,1018.159973,0.07,306.0,171.0,3,26,12,2023,7,2
10608,713,80.0,23.12000084,50.56999969,1018.849976,0.02,308.0,176.0,3,26,12,2023,8,2
10609,714,23.0,27.62000084,43.70000076,1016.200012,0.0,216.0,173.0,3,26,12,2023,17,2
10610,715,46.0,27.80999947,43.95000076,1016.52002,0.0,217.0,173.0,3,26,12,2023,18,2
10611,716,60.0,27.40999985,45.33000183,1017.080017,0.0,217.0,175.0,3,26,12,2023,19,2
10612,717,61.0,26.57999992,49.38000107,1017.809998,0.0,216.0,177.0,3,26,12,2023,20,2
10613,718,70.0,26.06999969,52.33000183,1018.359985,0.0,217.0,179.0,3,26,12,2023,21,2
10614,719,73.0,25.34000015,55.49000168,1018.890015,0.0,216.0,183.0,3,26,12,2023,22,2
10615,720,84.0,24.96999931,57.13999939,1019.01001,0.0,216.0,188.0,3,26,12,2023,23,2
10616,721,87.0,23.95000076,61.13999939,1018.900024,0.0,216.0,193.0,4,27,12,2023,0,2
10617,722,95.0,24.05999947,61.18000031,1018.820007,0.0,0.0,199.0,4,27,12,2023,1,2
10618,723,102.0,23.54999924,64.43000031,1018.26001,0.0,0.0,202.0,4,27,12,2023,2,1
10619,724,103.0,23.36000061,64.76999664,1017.48999,0.0,306.0,204.0,4,27,12,2023,3,1
10620,725,103.0,22.90999985,65.43000031,1017.049988,0.01,311.0,205.0,4,27,12,2023,4,1
10621,726,94.0,22.53000069,66.61000061,1017.109985,0.0,306.0,205.0,4,27,12,2023,5,1
10622,727,87.0,22.27000046,67.33000183,1017.359985,0.02,305.0,205.0,4,27,12,2023,6,1
10623,728,90.0,22.04999924,68.77999878,1018.030029,0.0,307.0,206.0,4,27,12,2023,7,1
10624,729,60.0,21.85000038,68.51000214,1018.539978,0.0,306.0,206.0,4,27,12,2023,7,1
10625,730,90.0,22.65999985,66.23999786,1019.01001,0.01,307.0,206.0,4,27,12,2023,8,1
10626,731,67.0,24.28000069,58.93000031,1019.859985,0.079999998,306.0,205.0,4,27,12,2023,9,1
10627,732,56.0,26.13999939,52.61000061,1020.039978,0.090000004,305.0,204.0,4,27,12,2023,10,1
10628,733,47.0,27.84000015,48.38000107,1019.719971,0.150000006,309.0,202.0,4,27,12,2023,11,1
10629,734,41.0,29.62999916,43.91999817,1019.169983,0.230000004,302.0,199.0,4,27,12,2023,12,2
10630,735,42.0,31.53000069,39.75,1018.02002,0.140000001,142.0,194.0,4,27,12,2023,13,2
10631,736,37.0,33.49000168,35.86000061,1016.650024,0.140000001,309.0,189.0,4,27,12,2023,14,2
10632,737,31.0,34.02000046,34.0,1015.650024,0.25999999,309.0,183.0,4,27,12,2023,15,2
10633,738,26.0,32.70999908,35.86000061,1015.090027,0.140000001,307.0,184.0,4,27,12,2023,16,2
10634,739,41.0,31.89999962,38.06000137,1014.919983,0.029999999,306.0,183.0,4,27,12,2023,17,2
10635,740,29.0,30.64999962,41.52000046,1015.109985,0.0,313.0,180.0,4,27,12,2023,18,2
10636,741,34.0,28.95999908,47.63000107,1015.75,0.0,309.0,177.0,4,27,12,2023,19,2
10637,742,49.0,27.80999947,52.25999832,1016.609985,0.0,304.0,174.0,4,27,12,2023,20,2
10638,743,53.0,26.87000084,56.13000107,1017.280029,0.0,308.0,172.0,4,27,12,2023,21,2
10639,744,56.0,26.11000061,59.70000076,1017.549988,0.0,308.0,169.0,4,27,12,2023,22,2
10640,745,67.0,25.36000061,62.77000046,1017.469971,0.0,307.0,167.0,4,27,12,2023,23,2
10641,746,71.0,25.12999916,63.90000153,1017.289978,0.0,305.0,164.0,5,28,12,2023,0,2
10642,747,71.0,24.67000008,66.86000061,1017.289978,0.0,305.0,161.0,5,28,12,2023,1,2
10643,748,93.0,25.27000046,65.01999664,1016.960022,0.0,305.0,160.0,5,28,12,2023,2,2
10644,749,126.0,25.34000015,66.76000214,1016.280029,0.0,307.0,162.0,5,28,12,2023,3,2
10645,750,105.0,24.29000092,70.12999725,1015.559998,0.0,308.0,163.0,5,28,12,2023,4,2
10646,751,85.0,23.70000076,69.52999878,1015.47998,0.0,311.0,163.0,5,28,12,2023,5,2
10647,752,91.0,23.48999977,68.59999847,1015.710022,0.0,309.0,163.0,5,28,12,2023,6,2
10648,753,60.0,22.56999969,70.18000031,1016.27002,0.0,308.0,163.0,5,28,12,2023,6,2
10649,754,120.0,22.78000069,70.31999969,1016.309998,0.01,305.0,167.0,5,28,12,2023,7,2
10650,755,102.0,0.0,67.30000305,1017.039978,0.02,308.0,171.0,5,28,12,2023,8,2
10651,756,74.0,24.87000084,58.65000153,1017.840027,0.150000006,308.0,173.0,5,28,12,2023,9,2
10652,757,59.0,26.86000061,52.88000107,1018.460022,0.07,309.0,174.0,5,28,12,2023,10,2
10653,758,46.0,28.75,47.86000061,1018.109985,0.119999997,307.0,174.0,5,28,12,2023,11,2
10654,759,37.0,30.93000031,42.63999939,1017.200012,0.180000007,308.0,174.0,5,28,12,2023,12,2
10655,760,36.0,32.74000168,38.79999924,1016.23999,0.289999992,309.0,174.0,5,28,12,2023,13,2
10656,761,33.0,34.34999847,35.45000076,1015.080017,0.289999992,320.0,174.0,5,28,12,2023,14,2
10657,762,29.0,35.40999985,33.08000183,1014.049988,0.270000011,308.0,174.0,5,28,12,2023,15,2
10658,763,26.0,33.90000153,35.77999878,1013.429993,0.059999999,308.0,173.0,5,28,12,2023,16,2
10659,764,23.0,32.11000061,40.70000076,1013.369995,0.209999993,307.0,172.0,5,28,12,2023,17,2
10660,765,24.0,30.85000038,43.99000168,1014.030029,0.100000001,308.0,171.0,5,28,12,2023,18,2
10661,766,28.0,29.65999985,47.13000107,1014.580017,0.0,307.0,169.0,5,28,12,2023,19,2
10662,767,44.0,28.81999969,49.50999832,1015.059998,0.0,306.0,168.0,5,28,12,2023,20,2
10663,768,55.0,27.29999924,55.61999893,1015.580017,0.0,307.0,167.0,5,28,12,2023,21,2
10664,769,103.0,26.96999931,57.95000076,1015.820007,0.0,310.0,171.0,5,28,12,2023,22,2
10665,770,81.0,26.20999908,60.75,1015.789978,0.0,310.0,173.0,5,28,12,2023,23,2
10666,771,87.0,25.5,62.68000031,1015.799988,0.0,308.0,174.0,6,29,12,2023,0,2
10667,772,91.0,24.80999947,64.87000275,1015.52002,0.0,305.0,174.0,6,29,12,2023,1,2
10668,773,98.0,24.51000023,65.86000061,1015.130005,0.0,309.0,171.0,6,29,12,2023,2,2
10669,774,117.0,25.09000015,64.80000305,1014.530029,0.01,308.0,172.0,6,29,12,2023,3,2
10670,775,113.0,24.55999947,66.83999634,1014.299988,0.0,305.0,175.0,6,29,12,2023,4,2
10671,776,111.0,24.18000031,66.98999786,1014.299988,0.0,308.0,178.0,6,29,12,2023,5,2
10672,777,108.0,24.04000092,66.25,1014.650024,0.0,299.0,183.0,6,29,12,2023,6,2
10673,778,111.0,23.5,68.70999908,1014.97998,0.0,301.0,182.0,6,29,12,2023,6,2
10674,779,105.0,23.48999977,69.04000092,1015.070007,0.0,305.0,182.0,6,29,12,2023,7,2
10675,780,97.0,23.93000031,66.76999664,1015.630005,0.0,310.0,185.0,6,29,12,2023,8,2
10676,781,81.0,25.54000092,59.93000031,1016.630005,0.02,306.0,187.0,6,29,12,2023,9,2
10677,782,70.0,27.45999908,54.22000122,1017.01001,0.029999999,308.0,190.0,6,29,12,2023,10,2
10678,783,55.0,29.45000076,48.68000031,1016.609985,0.02,306.0,192.0,6,29,12,2023,11,2
10679,784,39.0,31.87000084,42.09000015,1015.669983,0.100000001,302.0,192.0,6,29,12,2023,12,2
10680,785,30.0,33.79999924,37.45999908,1014.659973,0.07,310.0,192.0,6,29,12,2023,13,2
10681,786,32.0,34.95999908,35.83000183,1013.320007,0.209999993,307.0,192.0,6,29,12,2023,14,2
10682,787,26.0,33.90999985,38.06999969,1012.409973,0.189999998,216.0,192.0,6,29,12,2023,15,2
10683,788,32.0,33.41999817,41.08000183,1011.909973,0.310000002,304.0,193.0,6,29,12,2023,16,2
10684,789,29.0,32.68000031,41.83000183,1011.909973,0.180000007,308.0,194.0,6,29,12,2023,17,2
10685,790,31.0,31.55999947,43.47999954,1012.23999,0.090000004,309.0,194.0,6,29,12,2023,18,2
10686,791,38.0,30.55999947,44.93000031,1012.75,0.0,309.0,193.0,6,29,12,2023,19,2
10687,792,36.0,29.68000031,48.50999832,1013.599976,0.0,311.0,191.0,6,29,12,2023,20,2
10688,793,52.0,28.96999931,53.72999954,1014.25,0.0,309.0,186.0,6,29,12,2023,21,2
10689,794,61.0,28.45000076,54.74000168,1014.659973,0.0,308.0,183.0,6,29,12,2023,22,2
10690,795,83.0,28.12000084,54.45999908,1014.710022,0.01,310.0,183.0,6,29,12,2023,23,2
10691,796,98.0,27.40999985,55.54000092,1014.450012,0.0,309.0,184.0,7,30,12,2023,0,2
10692,797,96.0,26.85000038,56.93999863,1014.030029,0.0,307.0,184.0,7,30,12,2023,1,2
10693,798,101.0,25.87000084,61.29000092,1013.73999,0.0,309.0,182.0,7,30,12,2023,2,2
10694,799,98.0,25.29000092,63.29000092,1013.369995,0.0,308.0,180.0,7,30,12,2023,3,2
10695,800,95.0,24.73999977,64.66000366,1012.97998,0.0,306.0,178.0,7,30,12,2023,4,2
10696,801,97.0,23.87999916,68.80000305,1012.960022,0.0,309.0,177.0,7,30,12,2023,5,2
10697,802,144.0,23.20999908,76.19000244,1013.77002,0.0,309.0,181.0,7,30,12,2023,7,2
10698,803,133.0,0.0,74.12000275,1014.51001,0.0,308.0,184.0,7,30,12,2023,8,2
10699,804,111.0,25.67000008,64.55999756,1015.090027,0.039999999,308.0,185.0,7,30,12,2023,9,2
10700,805,85.0,27.84000015,57.09000015,1015.340027,0.029999999,309.0,186.0,7,30,12,2023,10,2
10701,806,69.0,29.89999962,50.88999939,1015.150024,0.029999999,309.0,186.0,7,30,12,2023,11,2
10702,807,39.0,32.36999893,43.52999878,1014.409973,0.039999999,308.0,184.0,7,30,12,2023,12,2
10703,808,39.0,34.38000107,39.36000061,1013.289978,0.01,217.0,184.0,7,30,12,2023,13,2
10704,809,34.0,36.20000076,35.70999908,1012.25,0.01,311.0,184.0,7,30,12,2023,14,2
10705,810,28.0,36.16999817,35.59000015,1011.309998,0.01,311.0,184.0,7,30,12,2023,15,2
